DWAO.DFO;SDM_HABITAT;NEFSC_SPRING;NEFSC_FALL;DWAO.NFALL;CPUE;NEFSC_FALL_REP_POT;GEORGES_ABUNDANCE;DFO_ABUNDANCE;NEFSC_SPRING_REP_POT;DWAO.GEORGES;TEMP_SUMM_DFO;GEORGES_REP_POT;TEMP_NEFSC_SPRING;TEMP_NEFSC_FALL;DWAO.NSPR;GEORGES_GINI;DFO_REP_POT;AMO;TEMP_SPR_GEORGES;NEFSC_SPRING_MAXL;DFO_PREDATOR_ABUNDANCE;GEORGES_MAXL;NEFSC_SPRING_GINI;NEFSC_SPRING_MEDL;NEFSC_FALL_MEDL;DFO_MAXL;NEFSC_FALL_MAXL;GEORGES_MEDL;DFO_MEDL;NEFSC_FALL_GINI;DFO_GINI
1980;NA;-0.763384352158434;-0.621759510253879;-0.48000383534118;-0.749026817866659;NA;-0.155528982392122;NA;NA;-0.746625060828162;NA;-0.537036357283149;NA;-0.311011251976251;-0.0540106258231147;0.53085125982346;NA;NA;0.0365894728744469;NA;-0.90445267009934;-0.433605016567758;NA;0.585687249265171;0.0744737611933847;1.29556559188454;NA;1.27120717944175;NA;NA;1.04890720468028;NA
1981;NA;-0.597792421085169;-0.121001822899909;NA;NA;1.44823781138075;NA;NA;NA;0.00482979064362584;NA;-0.842609123201332;NA;-0.524690763543674;-1.19535832066591;-0.191956594002091;NA;NA;-0.247823074494397;NA;-0.168903811886022;-1.31498797162957;NA;-0.171307778992755;1.62123649367138;NA;NA;NA;NA;NA;NA;NA
1982;NA;-0.615050897272234;NA;NA;NA;-0.580851738915355;NA;NA;NA;NA;NA;-0.144534952268808;NA;-1.37802785844358;-0.98385932969321;NA;NA;NA;-0.916643358796926;NA;NA;-0.162927779376723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1983;NA;-0.627308393865705;NA;NA;NA;-0.766056548111249;NA;NA;NA;NA;NA;-0.836746700775039;NA;-0.134245624230916;-0.019873981650329;NA;NA;NA;-0.218726113596432;NA;NA;0.0132022008407593;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1984;NA;-0.745563703492043;NA;NA;NA;-0.478889256184406;NA;NA;NA;NA;NA;0.923089391201355;NA;-0.282771322539297;0.257875469272645;NA;NA;NA;-0.890415112353686;NA;NA;0.261485416143736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1985;NA;-0.852567142922422;NA;NA;NA;0.374092891068858;NA;NA;NA;NA;NA;0.766375305188095;NA;-0.144581870514683;0.959645255242364;NA;NA;NA;-1.18343380308672;NA;NA;0.204221076689539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1986;NA;-0.574375370610467;-0.796931839740163;NA;NA;1.33498245739909;NA;NA;NA;NA;NA;0.0761264720040886;NA;2.49832078761512;0.055320328893633;-0.466499519167802;NA;NA;-1.21908782559549;NA;-0.978007555920672;-0.0995580176105713;NA;-1.6201450866128;0.538502580936782;NA;NA;NA;NA;NA;NA;NA
1987;-1.08942068065502;-0.882141109571693;-1.01843180952244;-0.610030254021068;-0.482933759337018;-0.0667606628989688;NA;NA;-1.18449585166184;NA;NA;-0.894903638376078;NA;-0.657874330993101;-0.509657110850258;-0.863086673001769;NA;NA;0.459519946771633;-1.29478349850674;-1.051562441742;-1.41266804024484;NA;-0.552737018315667;-0.698907605045611;NA;NA;NA;NA;NA;0.0607652012438652;0.379803264672775
1988;NA;-1.01770203081082;-0.637279090887467;NA;NA;-0.547088002256675;NA;NA;NA;NA;NA;-0.916258013601893;NA;-0.893636566479523;-0.463927784936386;-0.438839179173657;NA;NA;0.10748770154132;-0.33955649450644;-2.00777595741932;-0.534142957788882;NA;-1.24823334833302;-3.3284042502582;NA;NA;NA;NA;NA;NA;NA
1989;NA;-0.707472758463237;NA;NA;NA;-0.0119536511862143;NA;NA;NA;NA;NA;-0.443118081086622;NA;-0.771655911037043;-0.516800412706759;NA;NA;NA;-0.274051320937634;-0.344548463088935;NA;-1.13675177148967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1990;NA;-0.584548721207687;NA;NA;NA;1.39002113769459;NA;NA;NA;NA;NA;-0.0293561659333467;NA;-0.600689891991875;-3.42322922157291;NA;NA;NA;-0.0547995733262051;-0.870166292349956;NA;-0.914689729902092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1991;NA;-0.923505496713122;NA;-0.556960663572979;-0.960876912014225;0.656984919711466;NA;NA;NA;NA;NA;-0.81962380244806;NA;-0.309423982689809;0.54654882286444;NA;NA;NA;-0.515023335134868;0.0179954445626242;NA;-0.00673950561471191;NA;NA;NA;0.096264935619904;NA;-0.977851676493651;NA;NA;1.80952555159248;NA
1992;NA;-0.986752560164186;NA;NA;NA;-0.373302668486081;NA;NA;NA;NA;NA;-0.363532031389741;NA;-0.541225413855706;-0.0535770094295202;NA;NA;NA;-0.943281421590834;-1.19917879351762;NA;0.158106580885252;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1993;NA;-0.990402454568758;NA;-0.491253078618069;-0.758550084856807;-0.322474013313964;NA;NA;NA;NA;NA;-0.214143801979683;NA;-0.987148616266239;0.697387673536461;NA;NA;NA;-0.901070337471252;-1.48640364890892;NA;-1.49509843260869;NA;NA;NA;-2.39459027354512;NA;-2.45580463896548;NA;NA;0.475935219415481;NA
1994;NA;-0.997877143237133;-0.667078865246366;NA;NA;-0.236331041953925;NA;NA;NA;NA;NA;0.970598227677442;NA;1.59528819823572;0.526121571883356;-0.0833179534655575;NA;NA;-0.733865266395621;0.734731892172424;NA;-0.747159000191882;NA;1.12647186554258;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;-0.652692683324222;NA;NA;NA;-0.208264157924399;NA;NA;NA;NA;NA;-0.235102528479385;NA;0.53668732751813;0.883616280082594;NA;NA;NA;0.799667517832352;0.203187832243955;NA;0.753673445322007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;-1.38962980069218;-0.353302310453605;-0.715283203209011;NA;NA;-1.43048645409434;NA;NA;-0.611323727693714;-0.828577590326447;NA;-0.94154067759958;NA;0.321743328059511;-1.14868570795529;-0.769826489356111;NA;NA;-0.14864751763091;0.262745599676829;1.15508413289795;1.21544081556975;NA;0.0683632898915007;0.229150034441184;NA;NA;NA;NA;NA;NA;0.696033383825644
1997;NA;-0.354169903322792;NA;NA;NA;-1.62775070648616;NA;NA;NA;NA;NA;0.191752963724043;NA;-0.0479171980639521;0.00976835130750138;NA;NA;NA;0.391490432559488;-0.506202595006474;NA;-0.342715125162257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;-0.550925536922269;-0.852975028145736;-0.952093595276232;-1.21629945755551;-1.83780017110376;NA;NA;NA;NA;NA;-2.64119306555836;NA;-1.10354976516476;-1.36852383939532;-0.985922641257625;NA;NA;1.96887356630975;-0.93840986273742;NA;-0.447059402194835;NA;0.690446853314892;NA;NA;NA;NA;NA;NA;1.07553071548084;NA
1999;NA;-0.325768761342085;NA;-0.881195425722934;-0.725773570779622;-1.24175187286658;NA;NA;NA;NA;NA;0.977236715659932;NA;0.490212673249094;1.68269629060351;NA;NA;NA;0.716884614995889;2.03929137051936;NA;1.43405425534115;NA;NA;NA;1.57232728179177;NA;1.65676012617353;NA;NA;0.90497169597977;NA
2000;NA;-0.224131278579168;NA;NA;NA;-0.853032025254056;NA;NA;NA;NA;NA;0.874826892366542;NA;1.18467684593522;0.48151458237385;NA;NA;NA;0.277561487071681;1.59609831256031;NA;1.63050435963732;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;-0.238193635368545;0.0876368562422435;-0.857014258505304;-0.396051481500122;-0.380200975218831;-0.592684523898837;NA;-1.23665322176946;-0.105011538645286;-1.49439048175103;-2.03999565477898;-0.693088437005863;NA;0.128830039780641;0.206491977966485;-0.755804891394174;-2.05173090225854;0.121474460722848;0.723851492957375;0.541846816225511;-1.56644664249133;1.54381402912579;NA;-1.00642276787354;-0.234878785302214;0.46528052216287;0.0834941359601075;0.821395408254668;NA;-0.0425092287305597;0.0958502665634889;1.51200287736167
2002;-0.624505869044607;0.337547950036996;0.195762633386015;0.100985103208447;-0.632505523760621;-0.0881886992004801;-0.540069506471244;-1.09160466658565;-1.04047092878493;-0.191692373874739;-1.15152406231133;1.13477118623574;NA;0.804335015237458;1.23986621343194;1.03934399360788;-1.00461162854916;NA;0.45788068136893;0.52320877130613;-1.051562441742;0.909184667381377;NA;-0.552933266823017;-1.00826015154121;-0.641766237466028;0.866251660586118;-0.142486958574788;NA;0.595129202227804;1.08881898716556;0.806499515239002
2003;0.567700971548352;1.06273106467892;0.824301832401639;-0.809399436474156;-0.320927389492522;0.0925699354250043;NA;NA;0.76137936888518;0.841771504364261;NA;0.352934013898698;NA;-0.649811114585175;0.0064765184352905;0.692435322794336;NA;-0.0527676907382995;1.27587411731737;0.186228124557081;0.493090160505964;-0.417297942965112;NA;-0.917056938456323;1.15720767392798;-0.0882428576515791;-0.855814893591105;-0.592298729761868;NA;-1.31778609064729;-0.690665156509441;0.335555666034569
2004;0.165764245212276;1.13358503522849;0.700146710123985;-0.657213421977144;-0.235806069728434;-0.262868471593139;NA;-0.242258119414256;0.545971392367054;0.409226173639001;0.13931767547135;-1.06747270229361;NA;-1.56688105748315;-1.47754925461153;1.28654486313584;0.26248562865704;0.756734574649858;1.15415866116672;-1.42230464205534;0.125315731399305;-0.758620952479068;NA;-0.103498677439976;-0.389555058550013;-1.10303572064474;1.72728493767473;0.307324812612291;NA;-0.0425092287305597;-1.59586584550128;0.425219465072583
2005;0.298873224002959;1.18091580224202;0.112006774111738;-0.444904758568711;-0.0885357400772714;NA;-0.581022295513457;0.910934272552699;-0.792401466218415;-0.00660365185963117;0.70544106868323;0.802730745449095;NA;-1.02471418573158;0.0849007092979624;-0.209486263730282;1.07393511607934;-1.5703557521567;1.57626950236256;NA;0.345980388863301;0.534949713432911;NA;0.252802219926953;-0.389555058550013;0.742042212070095;0.00521838349750644;-0.463781080851274;NA;0.595129202227804;0.00377040563427071;-0.438437505159095
2006;0.177524035685833;1.10973651758759;0.456001336009179;-0.259653989100191;0.625771946334247;0.243259503237629;-0.867201195489025;0.057790686521111;0.131288668435194;0.278299404147981;0.099361903755828;0.806970540448075;NA;0.596927780388897;0.386695991146482;-0.546663469224754;0.569882646164027;-0.3417001109497;1.45414422986124;NA;0.345980388863301;0.033133539479065;NA;-0.515045678705827;-0.544231331797812;-0.457258444194545;0.396597145810512;-0.271004607485383;NA;0.913948417706986;-2.19258102577078;-1.43609467706651
2007;-0.283902234517611;1.29948896680576;0.548606403843322;-0.215817256929393;-0.208224690281955;-0.246498147955234;-0.820588545037972;-0.684055693371032;-0.89343914139955;0.554617699725203;-1.18786427058397;-1.58350634011474;-1.96946252186161;-0.93042673434144;-0.705264937233195;1.04747403625075;-0.743018217523028;NA;0.8676970320445;-1.01786174459587;0.787309703791292;0.571884502929856;-0.943723744736838;-1.62203329614;0.229150034441184;-1.28754351391622;0.00521838349750644;0.0502895147911029;-0.618339214715855;0.276309986748622;-0.212574037828012;-0.41190604733818
2008;-0.503217876641137;1.11510528974891;0.990185802613752;-0.12452131655667;0.189236990528599;-0.417913925960399;-0.0869182769228906;-1.06389585128767;0.847189529031471;1.08077331828937;-0.368541628578505;-0.885103654666642;NA;-0.686815653781166;-1.8678648415602;1.16364044836915;0.301174137758085;-0.265031579841435;0.823436866171538;-0.633478449763602;0.640199932148628;0.119807284628552;NA;-0.0839059989921286;1.31188394717578;0.742042212070095;1.80556069013733;0.435842461522885;NA;0.913948417706986;-0.156453389972261;-0.246914450254256
2009;-0.438281883672405;1.71002703279911;0.238247521624845;0.651097195346211;0.855236658869566;-0.785717399038564;0.723572698799194;-0.893458502024931;-1.33886707138829;0.56059861344022;-0.221618748261006;-0.167732543544723;NA;-0.685605714888013;-0.388567793748819;0.744167239929239;-1.10550855834034;-1.83357203125502;0.336984857919638;-0.419613529473199;1.00797436125529;0.341002225187974;0.888749546014304;0.184370393265697;1.77591276691918;0.00401103898416245;-0.699263388665903;0.243065988156994;1.73436609005667;0.595129202227804;-0.368284349125853;0.992812504113044
2010;-0.522283270163466;1.66681586769952;0.299493508798011;1.519205041962;1.4645563083902;-0.0478300480287026;1.14551493328523;-0.361304861662388;-0.560945995489204;0.225823370320736;0.778917343978619;0.774987618191105;0.310172447670491;1.37528767129429;0.629938764922528;0.399760875225493;0.583618925664382;-0.511964533310471;1.86519002958883;1.01600738158442;0.198870617220637;-0.1759387452115;0.96204847764435;-0.353430826390912;0.383826307688983;-0.73402013410177;-0.620987636203302;-0.142486958574788;1.49306298187487;2.18922527962371;-0.576863391167205;0.230644714749033
2011;1.0873115237671;1.55818047065304;0.553676114458397;0.794533008533214;-0.0501146298150541;0.726560131059302;0.437310042539457;1.55380376102692;0.631541251153536;0.454146532103841;1.00883649537736;0.418801470085594;0.485904505736493;1.36864721103971;0.694489390260448;0.99813838355408;1.26133741833169;0.581486538630497;0.648855100783745;NA;0.860864589612624;0.160454347710752;-1.89660985592743;0.601271981174333;-0.0802025120544145;-0.180496754287321;-1.09064215097891;-0.592298729761868;-0.558013437670405;-0.680147659688923;-0.151592255351993;-1.04783613905443
2012;1.26988087681615;1.61017188377585;1.09979308823197;1.63686414256654;1.8762319385197;1.07172843172475;1.0001778662645;1.25788489298442;0.946748395248374;0.731431211361499;1.60950507074776;2.38721842939733;0.714918871192652;1.86626845948471;1.78733081990215;-0.56674500060085;0.766274068145374;-0.0340193049479789;1.198009010689;1.47347544079261;-0.0217940402433582;-0.949100986977164;-0.210734428436381;1.61703822829866;-0.544231331797812;-1.01078182400899;-1.09064215097891;-0.33526343194068;-0.497687660624956;-0.680147659688923;-1.55487518793077;-0.788711287155648
2013;0.875718031010269;1.82494286312757;2.75990386892796;1.22741907601941;1.54492385130272;1.58267886601404;0.932861170232889;-0.482629540676214;1.72783580424721;2.01013574921144;0.52441810051751;1.18396257054266;-0.716877277905508;1.24569780957474;0.811867146584517;1.7724288482282;-0.469214068273739;1.80666356098557;0.966872588907984;1.33127124002514;1.52285856200461;1.86501765019438;0.44895595623403;0.373136743448228;-0.698907605045611;-0.180496754287321;1.17935467043652;-0.0139693096641942;-0.437361883579507;-0.998966875168105;-0.0329884515132648;-1.19441198222586
2014;1.44343565803284;1.90357401299717;1.33556456245479;1.84173785015122;1.93143821046488;1.54056298556982;1.31325662386703;1.27967624093748;0.538215697803706;1.20145586150025;-0.616765384266577;2.17486012692318;0.39640191014386;1.59988025136302;1.59308469810307;1.29008057557776;1.13678062439741;0.111396909042279;0.650494366186447;0.916629978881002;0.934419475433955;2.08886797525772;0.00916236645375571;-1.74033220016672;0.229150034441184;-0.457258444194545;-0.855814893591105;-0.463781080851274;-0.618339214715855;-0.998966875168105;-1.49532390797207;-0.832719094837339
2015;1.36277629506486;1.90650012262581;1.64593782156704;2.41652960549697;1.67698474929226;2.56281511642619;1.80483400104342;0.99577060276895;1.67055916384022;0.996213771333985;0.720512090248712;0.783896610110409;0.778942065023628;0.334407884691269;1.12273082101788;1.7795792596922;-0.581405190252522;1.23165495916856;0.711557002437109;-0.370210190596895;-0.389568469350017;1.28963166907299;0.742151682754213;-0.414309709096517;-0.85358387829341;-0.272750650923062;-0.855814893591105;-0.592298729761868;-0.497687660624956;-1.31778609064729;-0.28482642198303;-1.11226385456027
